Plate,Well,Well Number,Characteristics [Organism],Term Source 1 REF,Term Source 1 Accession,Characteristics [Cell Type],Compound Name,Compound Identifier (CAS Number),Compound Molecular Weight,Compound URL,Compound Concentration (microMolar),Compound General Target Class,Compound General activity,Compound Information,Control Type,Channels,Image File Name
3.1,F17,39,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,CNX-774,1202759-32-7,499.5,https://pubchem.ncbi.nlm.nih.gov/compound/59174579,2.5,Angiogenesis,BTK,"CNX-774 is an irreversible, orally active, and highly selective BTK inhibitor with IC50 of <1 nM.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-1_40539.nd2.tif_merged.tif
3.1,E17,40,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,PD173955,260415-63-2,443.35,https://pubchem.ncbi.nlm.nih.gov/compound/447077,2.5,Angiogenesis,Bcr-Abl,"PD173955 is a potent Bcr-Abl inhibitor with IC50 of 1-2 nM, also inhibiting Src activity with IC50 of 22 nM.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-1_40540.nd2.tif_merged.tif
3.1,D17,41,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,FRAX597,1286739-19-2,558.1,https://pubchem.ncbi.nlm.nih.gov/compound/70934541,2.5,Cytoskeletal Signaling,PAK,"FRAX597 is a potent, ATP-competitive inhibitor of group I PAKs with IC50 of 8 nM, 13 nM, and 19 nM for PAK1, PAK2, and PAK3, respectively.   ",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-1_40541.nd2.tif_merged.tif
3.1,C17,42,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Rociletinib,1374640-70-6,555.55,https://pubchem.ncbi.nlm.nih.gov/compound/57335384,2.5,Protein Tyrosine Kinase,EGFR,"Rociletinib (CO-1686, AVL-301) is an irreversible, mutant-selective EGFR inhibitor with Ki of 21.5 nM and 303.3 nM for EGFRL858R/T790M and EGFRWT in cell-free assays, respectively. Phase 2.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-1_40542.nd2.tif_merged.tif
3.1,C16,43,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,PFK15,4382-63-2,260.29,https://pubchem.ncbi.nlm.nih.gov/compound/25142799,2.5,Others,Others,PFK15 is a potent and selective 6-phosphofructo-2-kinase (PFKFB3) inhibitor with IC50 of 207 nM.,,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-1_40543.nd2.tif_merged.tif
3.1,C15,44,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,TAK-632,1228591-30-7,554.52,https://pubchem.ncbi.nlm.nih.gov/compound/46209401,2.5,MAPK,Raf,"TAK-632 is a potent pan-Raf inhibitor with IC50 of 8.3 nM and 1.4 nM for B-Raf(wt) and C-Raf in cell-free assays, respectively, showing less or no inhibition against other tested kinases.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-1_40544.nd2.tif_merged.tif
3.1,C14,45,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Osimertinib,1421373-65-0,499.61,https://pubchem.ncbi.nlm.nih.gov/compound/71496458,2.5,Protein Tyrosine Kinase,EGFR,"Osimertinib (AZD9291) is an oral, irreversible, and mutant-selective EGFR inhibitor with IC50 of 12.92, 11.44 and 493.8 nM for Exon 19 deletion EGFR, L858R/T790M EGFR, and WT EGFR in LoVo cells, respectively. Phase 3.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-1_40545.nd2.tif_merged.tif
3.1,C13,46,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,WZ4003,1214265-58-3,496.99,https://pubchem.ncbi.nlm.nih.gov/compound/72200024,2.5,PI3K/Akt/mTOR,AMPK,"WZ4003 is a highly specific NUAK kinase inhibitor with IC50 of 20 nM and 100 nM for NUAK1 and NUAK2 in cell-base assays, respectively, without significant inhibition on 139 other kinases.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-1_40546.nd2.tif_merged.tif
3.1,C12,47,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,HTH-01-015,1613724-42-7,468.55,https://pubchem.ncbi.nlm.nih.gov/compound/78357766,2.5,PI3K/Akt/mTOR,AMPK,"HTH-01-015 is a potent and selective NUAK1 inhibitor with IC50 of 100 nM, >100-fold selectivity over NUAK2.   ",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-1_40547.nd2.tif_merged.tif
3.1,C11,48,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,EHop-016,1380432-32-5,430.55,https://pubchem.ncbi.nlm.nih.gov/compound/51031035,2.5,Cell Cycle,Rho,"EHop-016 is a specific Rac GTPase inhibitor with IC50 of 1.1 μM for Rac1 in MDA-MB-435 and MDA-MB-231 cells, equally potent inhibition for Rac3.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-1_40548.nd2.tif_merged.tif
3.1,C10,49,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,DMSO,,,,2.5,,,,vehicle control,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-1_40549.nd2.tif_merged.tif
3.1,C9,50,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,DMSO,,,,2.5,,,,vehicle control,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-1_40550.nd2.tif_merged.tif
3.2,C8,1,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,TG003,300801-52-9,249.33,https://pubchem.ncbi.nlm.nih.gov/compound/1893668,2.5,Cell Cycle,CDK,"TG003 is a potent and ATP-competitive Cdc2-like kinase (Clk) inhibitor with IC50 of 20 nM, 200 nM, and 15 nM for Clk1, Clk2, and Clk4, respectively. No inhibitory effect on Clk3, SRPK1, SRPK2, or PKC.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-2_40501.nd2.tif_merged.tif
3.2,D8,2,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,ERK5-IN-1,1435488-37-1,638.81,https://pubchem.ncbi.nlm.nih.gov/compound/71604307,2.5,MAPK,ERK,"ERK5-IN-1 is a potent, and selective ERK5 inhibitor with IC50 of 162 nM.  ",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-2_40502.nd2.tif_merged.tif
3.2,E8,3,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,URMC-099,1229582-33-5,421.54,https://pubchem.ncbi.nlm.nih.gov/compound/54764565,2.5,Others,LRRK2,"URMC-099 is an orally bioavailable, brain penetrant mixed lineage kinase (MLK) inhibitor with IC50 of 19 nM, 42 nM, 14 nM, and 150 nM, for MLK1, MLK2, MLK3, and DLK, respectively, and also inhibits LRRK2 activity with IC50 of 11 nM.  ",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-2_40503.nd2.tif_merged.tif
3.2,F8,4,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Bay 11-7085,196309-76-9,249.33,https://pubchem.ncbi.nlm.nih.gov/compound/5353432,2.5,NF-κB,IκB/IKK,BAY 11-7085 is an irreversible inhibitor of TNFα-induced IκBα phosphorylation with IC50 of 10 μM.,,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-2_40504.nd2.tif_merged.tif
3.2,G8,5,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,HS-173,1276110-06-5,422.46,https://pubchem.ncbi.nlm.nih.gov/compound/52936849,2.5,PI3K/Akt/mTOR,PI3K,HS-173 is a potent PI3Kα inhibitor with IC50 of 0.8 nM.,,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-2_40505.nd2.tif_merged.tif
3.2,G9,6,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,GNE-0877,1374828-69-9,339.32,https://pubchem.ncbi.nlm.nih.gov/compound/69093374,2.5,Autophagy,LRRK2,GNE-0877 is a highly potent and selective leucine-rich repeat kinase 2 (LRRK2) inhibitor with Ki of 0.7 nM.,,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-2_40506.nd2.tif_merged.tif
3.2,F9,7,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,GNE-9605,1536200-31-3,449.83,https://pubchem.ncbi.nlm.nih.gov/compound/76328936,2.5,Autophagy,LRRK2,"GNE-9605 is a highly potent and selective leucine-rich repeat kinase 2 (LRRK2) inhibitor with Ki and IC50 of 2 nM and 19 nM, respectively.  ",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-2_40507.nd2.tif_merged.tif
3.2,E9,8,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Sorafenib,284461-73-0,464.82,https://pubchem.ncbi.nlm.nih.gov/compound/216239,2.5,MAPK,Raf,"Sorafenib is a multikinase inhibitor of Raf-1, B-Raf and VEGFR-2 with IC50 of 6 nM, 22 nM and 90 nM in cell-free assays, respectively.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-2_40508.nd2.tif_merged.tif
3.2,D9,9,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,KN-62,127191-97-3,721.84,https://pubchem.ncbi.nlm.nih.gov/compound/5312126,2.5,Others,CaMK,KN-62 is a potent and specific inhibitor of Ca2+/calmodulin-dependent protein kinase II (CaMKII) with Ki of 0.9 μM.,,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-2_40509.nd2.tif_merged.tif
3.2,D10,10,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,KN-93 Phosphate,1188890-41-6,599.03,https://pubchem.ncbi.nlm.nih.gov/compound/16760530,2.5,Others,CaMK,"KN-93 Phosphate is a potent and specific inhibitor of Ca2+/calmodulin-dependent protein kinase II (CaMKII) with Ki of 0.37 μM, no remarkable inhibitory effects on APK, PKC, MLCK or Ca2+-PDE activities.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-2_40510.nd2.tif_merged.tif
3.2,E10,11,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,AR-A014418,487021-52-3,308.31,https://pubchem.ncbi.nlm.nih.gov/compound/448014,2.5,PI3K/Akt/mTOR,GSK-3,"AR-A014418 is an ATP-competitive, and selective GSK3β inhibitor with IC50 and Ki of 104 nM and 38 nM in cell-free assays, without significant inhibition on 26 other kinases tested.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-2_40511.nd2.tif_merged.tif
3.2,F10,12,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,LDC000067,1073485-20-7,370.43,https://pubchem.ncbi.nlm.nih.gov/compound/25104564,2.5,Cell Cycle,CDK,"LDC000067 is a highly selective CDK9 inhibitor with IC50 of 44 nM, 55/125/210/ >227/ >227-fold selectivity over CDK2/1/4/6/7.  ",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-2_40512.nd2.tif_merged.tif
3.2,G10,13,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Uprosertib,1047634-65-0,429.25,https://pubchem.ncbi.nlm.nih.gov/compound/51042438,2.5,PI3K/Akt/mTOR,Akt,"Uprosertib (GSK2141795) is a selective, ATP-competitive, and orally bioavailable Akt inhibitor with IC50 of 180 nM, 328 nM, and 38 nM for Akt 1, 2 and 3, respectively. Phase 2.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-2_40513.nd2.tif_merged.tif
3.2,G11,14,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,DDR1-IN-1,1449685-96-4,552.59,https://pubchem.ncbi.nlm.nih.gov/compound/72836888,2.5,Others,Others,"DDR1-IN-1 is a potent and selective discoidin domain receptor 1 (DDR1) receptor tyrosine kinase inhibitor with IC50 of 105 nM, about 3-fold selectivity over DDR2.  ",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-2_40514.nd2.tif_merged.tif
3.2,F11,15,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,JNK Inhibitor IX,312917-14-9,332.42,https://pubchem.ncbi.nlm.nih.gov/compound/766949,2.5,MAPK,JNK,"JNK inhibitor IX is a selective and potent JNK inhibitor with pIC50 of 6.5 and 6.7 for JNK2 and JNK3, respectively.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-2_40515.nd2.tif_merged.tif
3.2,E11,16,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,XMD8-92,1234480-50-2,474.55,https://pubchem.ncbi.nlm.nih.gov/compound/46843772,2.5,MAPK,ERK,XMD8-92 is a potent and selective BMK1/ERK5 inhibitor with Kd of 80 nM.  ,,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-2_40516.nd2.tif_merged.tif
3.2,D11,17,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,GNF-5,778277-15-9,418.37,https://pubchem.ncbi.nlm.nih.gov/compound/44129660,2.5,Angiogenesis,Bcr-Abl,GNF-5 is a selective and allosteric Bcr-Abl inhibitor with IC50 of 220 nM. ,,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-2_40517.nd2.tif_merged.tif
3.2,D12,18,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,GNE-7915,1351761-44-8,443.4,https://pubchem.ncbi.nlm.nih.gov/compound/58539171,2.5,Autophagy,LRRK2,"GNE-7915 is a highly potent, selective, and brain-penetrable leucine-rich repeat kinase 2 (LRRK2) inhibitor,  with IC50 and Ki of 9 nM and 1 nM, respectively.   ",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-2_40518.nd2.tif_merged.tif
3.2,E12,19,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Decernotinib,944842-54-0,392.38,https://pubchem.ncbi.nlm.nih.gov/compound/59422203,2.5,JAK/STAT,JAK,"Decernotinib (VX-509) is a potent and selective JAK3 inhibitor with Ki of 2.5 nM, >4-fold selectivity over JAK1, JAK2, and TYK2, respectively. Phase 2/3.  ",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-2_40519.nd2.tif_merged.tif
3.2,F12,20,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Vacquinol-1,5428-80-8 (free base),425.78,https://pubchem.ncbi.nlm.nih.gov/compound/129896712,2.5,MAPK,JNK,"Vacquinol-1 is an MKK4 activator, which rapidly and selectively induces glioma cell death.   ",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-2_40520.nd2.tif_merged.tif
3.2,G12,21,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,G-749,1457983-28-6,521.41,https://pubchem.ncbi.nlm.nih.gov/compound/78357765,2.5,Angiogenesis,FLT3,"G-749 is a novel and potent FLT3 inhibitor with IC50 of 0.4 nM, 0.6 nM and 1 nM for FLT3 (WT), FLT3 (D835Y), and Mer, respectively, showing lower potency against other tyrosine kinases.  ",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-2_40521.nd2.tif_merged.tif
3.2,G13,22,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,AT13148,1056901-62-2,313.78,https://pubchem.ncbi.nlm.nih.gov/compound/24905401,2.5,PI3K/Akt/mTOR,"Akt,S6 Kinase,ROCK,PKA","AT13148 is an oral, ATP-competitive, multi-AGC kinase inhibitor with IC50 of 38 nM/402 nM/50 nM, 8 nM, 3 nM, and 6 nM/4 nM for Akt1/2/3, p70S6K, PKA, and ROCKI/II, respectively. Phase 1.  ",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-2_40522.nd2.tif_merged.tif
3.2,F13,23,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,WH-4-023,837422-57-8,568.67,https://pubchem.ncbi.nlm.nih.gov/compound/11844351,2.5,Angiogenesis,Src,"WH-4-023 is a potent and orally active Lck/Src inhibitor with IC50 of 2 nM and 6 nM in cell-free assays, respectively.     ",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-2_40523.nd2.tif_merged.tif
3.2,E13,24,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,IM-12,1129669-05-1,377.41,https://pubchem.ncbi.nlm.nih.gov/compound/25209788,2.5,PI3K/Akt/mTOR,GSK-3,"IM-12 is a selective GSK-3β inhibitor with IC50 of 53 nM, and also enhances canonical Wnt signalling.   ",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-2_40524.nd2.tif_merged.tif
3.2,D13,25,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Anacardic Acid,16611-84-0,348.52,https://pubchem.ncbi.nlm.nih.gov/compound/167551,2.5,Epigenetics,Histone Acetyltransferase,"Anacardic Acid is a potent inhibitor of p300 and p300/CBP-associated factor histone acetyltranferases, which also has antibacterial activity, antimicrobial activity,  prostaglandin synthase inhibition, and tyrosinase and lipoxygenase inhibition.   ",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-2_40525.nd2.tif_merged.tif
3.2,D14,26,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Filgotinib,1206161-97-8,425.5,https://pubchem.ncbi.nlm.nih.gov/compound/49831257,2.5,JAK/STAT,JAK,"Filgotinib (GLPG0634) is a selective JAK1 inhibitor with IC50 of 10 nM, 28 nM, 810 nM, and 116 nM for JAK1, JAK2, JAK3, and TYK2, respectively. Phase 2.  ",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-2_40526.nd2.tif_merged.tif
3.2,E14,27,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,LDN-214117,1627503-67-6,419.52,https://pubchem.ncbi.nlm.nih.gov/compound/91754554,2.5,TGF-beta/Smad,TGF-beta/Smad,LDN-214117 is a potent and selective BMP type I receptor kinase ALK2 inhibitor with IC50 of 24 nM.  ,,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-2_40527.nd2.tif_merged.tif
3.2,F14,28,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,SU9516,377090-84-1,241.25,https://pubchem.ncbi.nlm.nih.gov/compound/5289419,2.5,Cell Cycle,CDK,"SU9516 is a 3-substituted indolinone CDK inhibitor with IC50 of 22 nM, 40 nM, and 200 nM for CDK2, CDK1, and CDK4, respectively.  ",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-2_40528.nd2.tif_merged.tif
3.2,G14,29,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,D4476,301836-43-1,398.41,https://pubchem.ncbi.nlm.nih.gov/compound/6419753,2.5,Metabolism,Casein Kinase,"D4476 is a potent, selective, and cell-permeant CK1 (casein kinase 1) inhibitor with IC50 of 200 nM and 300 nM in a cell-free assay for CK1 from Schizosaccharomyces pombe and CK1δ, respectively. Also acts as an ALK5 inhibitor with IC50 of 500 nM.  ",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-2_40529.nd2.tif_merged.tif
3.2,G15,30,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,PF-431396,717906-29-1,506.5,https://pubchem.ncbi.nlm.nih.gov/compound/11598628,2.5,Angiogenesis,FAK,"PF-431396 is a dual PYK2/FAK inhibitor with IC50 of 11 nM and 2 nM, respectively.  ",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-2_40530.nd2.tif_merged.tif
3.2,F15,31,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,GSK2578215A,1285515-21-0,399.42,https://pubchem.ncbi.nlm.nih.gov/compound/68107965,2.5,Autophagy,LRRK2,"GSK2578215A is a potent and selective LRRK2 kinase inhibitor with IC50 of 8.9 nM and 10.9 nM for LRRK2 (G2019S) and LRRK2 (WT), respectively.  ",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-2_40531.nd2.tif_merged.tif
3.2,E15,32,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,AZD6738,1352226-88-0,412.51,https://pubchem.ncbi.nlm.nih.gov/compound/54761306,2.5,PI3K/Akt/mTOR,ATM/ATR,"AZD6738 is an orally active, and selective ATR kinase inhibitor with IC50 of 1 nM. Phase 1/2.  ",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-2_40532.nd2.tif_merged.tif
3.2,D15,33,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,VX-11e,896720-20-0,500.35,https://pubchem.ncbi.nlm.nih.gov/compound/11634725,2.5,MAPK,ERK,"VX-11e is a potent, selective, and orally bioavailable ERK2 inhibitor with Ki of <2 nM, over 200-fold selective over other kinases tested.   ",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-2_40533.nd2.tif_merged.tif
3.2,D16,34,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,FIIN-2,1633044-56-0,634.73,https://pubchem.ncbi.nlm.nih.gov/compound/91825767,2.5,Protein Tyrosine Kinase,FGFR,"FIIN-2 is an irreversible, pan-FGFR inhibitor with IC50 of 3.09 nM, 4.3 nM, 27 nM and 45.3 nM for FGFR1/2/3/4, respectively.  ",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-2_40534.nd2.tif_merged.tif
3.2,E16,35,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Bikinin,188011-69-0,273.08,https://pubchem.ncbi.nlm.nih.gov/compound/647833,2.5,PI3K/Akt/mTOR,GSK-3,"Bikinin is an ATP-competitive Arabidopsis GSK-3 inhibitor, and acts as a strong activator of brassinosteroid (BR) signaling.  ",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-2_40535.nd2.tif_merged.tif
3.2,F16,36,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,BLZ945,953769-46-5,398.48,https://pubchem.ncbi.nlm.nih.gov/compound/46184986,2.5,Protein Tyrosine Kinase,CSF-1R,"BLZ945 is an orally active, potent and selective CSF-1R inhibitor with IC50 of 1 nM, >1000-fold selective against its closest receptor tyrosine kinase homologs.  ",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-2_40536.nd2.tif_merged.tif
3.2,G16,37,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,LFM-A13,244240-24-2,360,https://pubchem.ncbi.nlm.nih.gov/compound/54676905,2.5,Angiogenesis,BTK,"LFM-A13 is a specific Bruton's tyrosine kinase (BTK) inhibitor with IC50 of 2.5 μM, >100-fold selectivity over other protein kinases including JAK1, JAK2, HCK, EGFR,and IRK.  ",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-2_40537.nd2.tif_merged.tif
3.2,G17,38,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,SB239063,193551-21-2,368.4,https://pubchem.ncbi.nlm.nih.gov/compound/5166,2.5,MAPK,p38 MAPK,"SB239063 is a potent and selective p38 MAPKα/β inhibitor with IC50 of 44 nM, showing no activity against the γ- and δ-kinase isoforms.   ",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-2_40538.nd2.tif_merged.tif
3.2,F17,39,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,ANA-12,219766-25-3,407.49,https://pubchem.ncbi.nlm.nih.gov/compound/2799722,2.5,Protein Tyrosine Kinase,Trk receptor,"ANA-12 is a selective TrkB antagonist with Kd of 10 nM and 12 μM for the high and low affinity sites, respectively.  ",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-2_40539.nd2.tif_merged.tif
3.2,E17,40,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Ro-3306,872573-93-8,351.45,https://pubchem.ncbi.nlm.nih.gov/compound/135400873,2.5,Cell Cycle,CDK,"Ro-3306 is an ATP-competitive, and selective CDK1 inhibitor with Ki of 20 nM, >15-fold selectivity against a diverse panel of human kinases.  ",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-2_40540.nd2.tif_merged.tif
3.2,D17,41,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Pluripotin,839707-37-8,550.53,https://pubchem.ncbi.nlm.nih.gov/compound/12003241,2.5,MAPK,ERK,"Pluripotin (SC1) is a dual inhibitor of extracellular signal-regulated kinase 1 (ERK1, MAPK3) and RasGAP. Maintains embryonic stem cell (ESC) self-renewal.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-2_40541.nd2.tif_merged.tif
3.2,C17,42,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,SU6656,330161-87-0,371.45,https://pubchem.ncbi.nlm.nih.gov/compound/5312137,2.5,Angiogenesis,Src,"SU 6656 is a selective Src family kinase inhibitor with IC50 of 280 nM, 20 nM, 130 nM, and 170 nM for Src, Yes, Lyn, and Fyn, respectively.  ",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-2_40542.nd2.tif_merged.tif
3.2,C16,43,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Akti-1/2,612847-09-3,551.64,https://pubchem.ncbi.nlm.nih.gov/compound/135398501,2.5,PI3K/Akt/mTOR,Akt,"Akti-1/2 is a highly selective Akt1/Akt2 inhibitor with IC50 of 58 nM/210 nM, respectively, about 36-fold selectivity for Akt1 over Akt3.  ",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-2_40543.nd2.tif_merged.tif
3.2,C15,44,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Purvalanol A,212844-53-6,388.89,https://pubchem.ncbi.nlm.nih.gov/compound/456214,2.5,Cell Cycle,CDK,"Purvalanol A is a potent, and cell-permeable CDK inhibitor with IC50 of 4 nM, 70 nM, 35 nM, and 850 nM for cdc2-cyclin B, cdk2-cyclin A, cdk2-cyclin E, and cdk4-cyclin D1, respectively.  ",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-2_40544.nd2.tif_merged.tif
3.2,C14,45,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,AMG319,1608125-21-8,385.4,https://pubchem.ncbi.nlm.nih.gov/compound/68947304,2.5,PI3K/Akt/mTOR,PI3K,"AMG319 is a potent and selective PI3Kδ inhibitor with IC50 of 18 nM, >47-fold selectivity over other PI3Ks. Phase 2.  ",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-2_40545.nd2.tif_merged.tif
3.2,C13,46,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,SGI-7079,1239875-86-5,455.53,https://pubchem.ncbi.nlm.nih.gov/compound/46870258,2.5,Protein Tyrosine Kinase,VEGFR,"SGI-7079 ,a novel selective Axl inhibitor, inhibits tumor growth in a dose dependent manner and is a potential therapeutic target for overcoming EGFR inhibitor resistance.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-2_40546.nd2.tif_merged.tif
3.2,C12,47,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,Ulixertinib,869886-67-9,433.33,https://pubchem.ncbi.nlm.nih.gov/compound/11719003,2.5,MAPK,ERK,"Ulixertinib (BVD-523, VRT752271) is a potent and reversible ERK1/ERK2 inhibitor with IC50 of <0.3 nM for ERK2. Phase 1.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-2_40547.nd2.tif_merged.tif
3.2,C11,48,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,LJH685,1627710-50-2,381.42,https://pubchem.ncbi.nlm.nih.gov/compound/73010393,2.5,PI3K/Akt/mTOR,S6 Kinase,"LJH685 is a potent pan-RSK inhibitor with IC50 of 6 nM, 5 nM and 4 nM for RSK1, RSK2, and RSK3, respectively.",,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-2_40548.nd2.tif_merged.tif
3.2,C10,49,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,DMSO,,,,2.5,,,,vehicle control,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-2_40549.nd2.tif_merged.tif
3.2,C9,50,Mus musculus,NCBITaxon,10090,Primary mouse keratinocytes,DMSO,,,,2.5,,,,vehicle control,405:ErkKTR-BFP; 561:H2B-RFP,plate_3-2_40550.nd2.tif_merged.tif
